Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
Emmanuel	埃曼努埃尔	埃曼努埃爾	Āimànnǔ'āi'ěr	Āai-maahn-nóuh-āai-yíh	
Emmanuel	埃马纽埃尔	埃馬紐埃爾	Āimǎniǔ'āi'ěr	Āai-máh-náu-āai-yíh	
Emmanuel; Emanuel	伊曼纽尔	伊曼紐爾	Yīmànniǔ'ěr	Yī-maahn-náu-yíh	
Emma (older translation)	爱玛	愛瑪	Àimǎ	Ngoi-máh	ˈɛmə
Emmas	埃玛斯	埃瑪斯	Āimǎsī	Āai-máh-sī	
Emmen	埃门	埃門	Āimén	Āai-mùhn	
Emmett	安密	安密	Ānmì	Ngōn-maht	
Emmons	埃蒙斯	埃蒙斯	Āiméngsī	Āai-mùhng-sī	
Emmy	埃米	埃米	Āimǐ	Āai-máih	
Emmy	艾米	艾米	Àimǐ	Ngaaih-máih	
emoji	表情图标	表情圖標	biǎoqíng túbiāo	bíu-chìhng tòuh-bīu	
emoji	视觉情感符号	視覺情感符號	shìjué qínggǎn fúhào	sih-gok chìhng-gám fùh-houh	
emoji (Japanese version)	絵文字	絵文字	huìwénzì	kúi-màhn-jih	
emoji set	表情包	表情包	biǎoqíngbāo	bíu-chìhng-bāau	
Emory	埃默里	埃默里	Āimòlǐ	Āai-mahk-léih	
Emory (university)	埃默里大学	埃默里大學	Āimòlǐ Dàxué	Āai-mahk-léih Daaih-hohk	
emoticon	表情图案	表情圖案	biǎoqíng tú'àn	bíu-chìhng tòuh-ngon	ɪmˈəʊtɪkɒn
emotional bonds; romantic attachment	恋慕之情	戀慕之情	liànmù zhī qíng	lyún-mouh jī chìhng	
emotional illness	情绪病	情緒病	qíngxùbìng	chìhng-séuih-behng	
emotionally	感情上	感情上	gǎnqíng shang	gám-chìhng séuhng	ˌɪmˈəʊʃənəli
emotional numbness	感情麻木	感情麻木	gǎnqíng mámù	gám-chìhng màh-muhk	
emotional pressure	感情压力	感情壓力	gǎnqíng yālì	gám-chìhng ngaat-lihk	
empathy	体恤之心	體恤之心	tǐxù zhī xīn	tái-sēut jī sām	ˈɛmpəθi
Empedocles	恩培多克勒	恩培多克勒	Ēnpéiduōkèlè	Yān-pùih-dō-hāk-lahk	
emperor penguin	皇帝企鹅	皇帝企鵝	huángdì qǐ'é	wòhng-dai kéih-ngòh	
emphasize a key point	划重点	劃重點	huà zhòngdiǎn	waahk juhng-dím	
emphasizing the take-away point	敲黑板划重点	敲黑板劃重點	qiāo hēibǎn huà zhòngdiǎn	hāau hāk-báan waahk juhng-dím	
empowering; cool (net usage)	给力	給力	gěi lì	kāp lihk	
Empson	燕卜荪	燕卜蓀	Yànbǔsūn	Yin-būk-syūn	
empty covenant	空约	空約	kōngyuē	hūng-yeuk	
empty out (a net etc; lit. pour clear)	倒清	倒清	dàoqīng	dóu-chīng	
empty without a thing (?)	空无一物	空無一物	kōngwúyíwù	hūng-mòuh-yāt-maht	
En-dor	隐多珥	隱多珥	Yǐnduō'ěr	Yán-dō-yih	ˈɛndɒɹ
En-gedi	恩盖迪	恩蓋迪	Ēngàidí	Yān-goi-dihk	
En-gedi	隐基底	隱基底	Yǐnjīdǐ	Yán-gēi-dái	ɛŋˈidaɪ
En-hakkore	隐哈歌利	隱哈歌利	Yǐnhāgēlì	Yán-hā-gō-leih	ɛnhækˈʊəɹi
En-hazor	隐夏琐	隱夏瑣	Yǐnxiàsuǒ	Yán-hah-só	ˌɛnhˈeɪzʊə
En-Tappuah	隐他普亚	隱他普亞	Yǐntāpǔyà	Yán-tā-póu-nga	ˌɛntˈæpʉːʌ
Enaim	伊拿印	伊拿印	Yīnáyìn	Yī-nàh-yan	ɪnˈeɪəm
Enam	伊楠	伊楠	Yīnán	Yī-nàahm	ˈinəm
Enan	伊南	伊南	Yīnán	Yī-nàahm	ˈinən
<mil.> encampment village (?)	分屯	分屯	fēntún	fān-tyùhn	
Encanto	埃尔恩坎托	埃爾恩坎托	Āi'ěr'ēnkǎntuō	Āai-yíh-yān-hām-tok	
Encyclopaedia Britannica; Britannica	不列颠百科全书	不列顛百科全書	Bùlièdiān Bǎikēquánshū	Bāt-liht-dīn Baak-fō-chyùhn-syū	
Encyclopedia Americana; Americana	美国百科全书	美國百科全書	Měiguó bǎikēquánshū	Méih-gwok baak-fō-chyùhn-syū	
Encyclopedia of Buddhism	佛教百科全书	佛教百科全書	Fójiào Bǎikēquánshū	Faht-gaau Baak-fō-chyùhn-syū	
Encyclopedia of Social Psychology	社会心理学百科全书	社會心理學百科全書	Shèhuì Xīnlǐxué Bǎikēquánshū	Séh-wuih Sām-léih-hohk Baak-fō-chyùhn-syū	
endangered species	濒危物种	瀕危物種	bīnwēi wùzhǒng	bān-ngàih maht-júng	
endangered wildflower	濒危野花	瀕危野花	bīnwēi yěhuā	bān-ngàih yéh-fā	
end in nothing; be no more	归于无有	歸於無有	guīyúwúyǒu	gwāi-yū-mòuh-yáuh	
endless; lasting forever	持久不息	持久不息	chíjiǔ-bùxī	chìh-gáu-bāt-sīk	ˈɛndlɪs
endless in number	数之不尽	數之不盡	shùzhībùjìn	sou-jī-bāt-jeuhn	
endnote (at end of article)	附注	附注	fùzhù	fuh-jyu	
end of this month	本月底	本月底	běnyuèdǐ	bún-yuht-dái	
endorphins	内啡肽	內啡肽	nèifēitài		
endosymbiotic theory	内共生理论	內共生理論	nèi gòngshēng lǐlùn	noih guhng-sāang léih-leuhn	
endure; survive (a death march etc)	挺过来	挺過來	tǐng guolai	tíhng gwo-lòih	ˌɪndjˈʊə
endure to the end	忍耐到底	忍耐到底	rěnnài dàodǐ	yán-noih dou-dái	
enduring; time-tested	经得起时间考验	經得起時間考驗	jīngdeqǐ shíjiān kǎoyàn	gīng-dāk-héi sìh-gāan háau-yihm	ˌɪndjˈʊəɹɪŋ
Enelesi	埃内勒西	埃內勒西	Āinèilèxī	Āai-noih-lahk-sāi	
Enelow	俄聂洛	俄聶洛	Énièluò	Ngòh-nihp-lohk	
enemies of the State	国家的敌人	國家的敵人	guójiā de dírén	gwok-gā dīk dihk-yàhn	
enemy	仇敌	仇敵	chóudí	sàuh-dihk	ˈɛnəmi
energy-efficient lighting	节能灯具	節能燈具	jiénéng dēngjù	jit-nàhng dāng-geuih	
energy costs	能源开支	能源開支	néngyuán kāizhī	nàhng-yùhn hōi-jī	
Engadine Valley	恩加丁谷	恩加丁谷	Ēnjiādīnggǔ	Yān-gā-dīng-gūk	
engaged; engagement	订婚	訂婚	dìng hūn	dihng fān	ˌɪŋˈeɪdʒd
engagement ring	订婚戒指	訂婚戒指	dìnghūn jièzhi	dihng-fān gaai-jí	
Engel	恩格尔	恩格爾	Ēngé'ěr	Yān-gaak-yíh	
Engels	恩格斯	恩格斯	Ēngésī	Yān-gaak-sī	
engineering department	工程系	工程系	gōngchéngxì	gūng-chìhng-haih	
Engineering Thermal Physics (course in some China universities)	工程热物理	工程熱物理	Gōngchéng Rè Wùlǐ	Gūng-chìhng Yiht Maht-léih	
Engleitner	恩格莱纳	恩格萊納	Ēngéláinà	Yān-gaak-lòih-naahp	
Engler	恩格勒	恩格勒	Ēngélè	Yān-gaak-lahk	
Englewood	恩格尔伍德	恩格爾伍德	Ēngé'ěrwǔdé	Yān-gaak-yíh-ńgh-dāk	
English-style afternoon tea	英式下午茶	英式下午茶	Yīngshì xiàwǔchá	Yīng-sīk hah-ńgh-chàh	
English culture	英国文化	英國文化	Yīngguó wénhuà	Yīng-gwok màhn-fa	
English edition	英语版	英語版	Yīngyǔbǎn	Yīng-yúh-báan	
English literature	英国文学	英國文學	Yīngguó wénxué	Yīng-gwok màhn-hohk	
English literature (documents)	英语文献	英語文獻	Yīngyǔ wénxiàn	Yīng-yúh màhn-hin	
English literature (subject)	英语文学	英語文學	Yīngyǔ wénxué	Yīng-yúh màhn-hohk	
Englishmen; English person	英国人	英國人	Yīngguórén	Yīng-gwok-yàhn	ˈɪŋɡlɪʃmən
<netspeak> English person	硬果仁	硬果仁	Yìngguǒrén	Ngaahng-gwó-yàhn	
English Revised Version; ER	英语修订本	英語修訂本	Yīngyǔ Xiūdìngběn	Yīng-yúh Sāu-dihng-bún	
English translation	英译本	英譯本	Yīngyìběn	Yīng-yihk-bún	
Enid	伊妮德	伊妮德	Yīnīdé	Yī-nèih-dāk	
enjoyability; sense of enjoyment	满足感	滿足感	mǎnzúgǎn	múhn-jūk-gám	
enjoyable; fun	有趣味	有趣味	yǒu qùwèi	yáuh cheui-meih	ˌɪndʒˈɔɪəbəl
enjoy a natural life span; spend their days in good times	安享天年	安享天年	ānxiǎng tiānnián	ngōn-héung tīn-nìhn	
enjoy by oneself (?)	独享	獨享	dúxiǎng	duhk-héung	
enjoyment of sin	罪中之乐	罪中之樂	zuìzhōngzhīlè	jeuih-jūng-jī-lohk	
enjoy music	欣赏音乐	欣賞音樂	xīnshǎng yīnyuè	yān-séung yām-ngohk	
enlightenment (philosophy etc)	启蒙主义	啟蒙主義	qǐméngzhǔyì	kái-mùhng-jyú-yih	
Enlil	恩利勒	恩利勒	Ēnlìlè	Yān-leih-lahk	
Enmarie	恩玛丽	恩瑪麗	Ēnmǎlì	Yān-máh-laih	
enmity	正邪之争	正邪之爭	zhèng xié zhī zhēng	jing chèh jī jāng	ˈɛnmɪti
Enoch	以诺	以諾	Yǐnuò	Yíh-nohk	ˈinɒk
Enosh	以挪士	以挪士	Yǐnuóshì	Yíh-nòh-sih	ˈinɒʃ
Enping (in Guangdong)	恩平	恩平	Ēnpíng	Yān-pìhng	
Enping (in Guangdong)	恩平市	恩平市	Ēnpíng Shì	Yān-pìhng Síh	
Enrico	恩里科	恩里科	Ēnlǐkē	Yān-léih-fō	
Enrique	恩里克	恩里克	Ēnlǐkè	Yān-léih-hāk	
enrollment book (scroll)	登记册	登記冊	dēngjìcè	dāng-gei-chaak	
Enshi (in Hubei)	恩施	恩施	Ēnshī	Yān-sī	
Enshi (in Hubei)	恩施市	恩施市	Ēnshī Shì	Yān-sī Síh	
Entebbe	恩德培	恩德培	Ēndépéi	Yān-dāk-pùih	
enter (a city etc in military attack)	攻入	攻入	gōngrù	gūng-yahp	ˈɛntɚ
enter (a hiding place)	躲进	躲進	duǒjìn	dó-jeun	ˈɛntɚ
enter into sheath (of sword)	入鞘	入鞘	rùqiào	yahp-chiu	
entertainment scene	娱乐圈	娛樂圈	yúlèquān	yùh-lohk-hyūn	
entire family	全家人	全家人	quánjiārén	chyùhn-gā-yàhn	
entitled; on the theme of (of talk etc)	题为	題為	tíwéi	tàih-wàih	ˌɪntˈaɪtəld
entomologist	昆虫学家	昆蟲學家	kūnchóngxuéjiā	gwān-chùhng-hohk-gā	
entrust to	托付给	托付給	tuōfù gěi	tok-fuh kāp	
environmental chemist	环境化学家	環境化學家	huánjìng huàxuéjiā	wàahn-gíng fa-hohk-gā	
environmental consultant	环境顾问	環境顧問	huánjìng gùwèn	wàahn-gíng gu-mahn	
environmental issues	环境问题	環境問題	huánjìng wèntí	wàahn-gíng mahn-tàih	
Enyang District	恩阳区	恩陽區	Ēnyáng Qū	Yān-yèuhng Kēui	
Enza	恩莎	恩莎	Ēnshā	Yān-sā	
EOKA	埃奥卡	埃奧卡	Āi'àokǎ	Āai-ou-kā	
Eostre	厄俄斯特	厄俄斯特	È'ésītè	Āak-ngòh-sī-dahk	
Epaphras	以巴弗	以巴弗	Yǐbāfú	Yíh-bā-fāt	ˈɛpʌfɹəs
Epaphroditus	以巴弗提	以巴弗提	Yǐbāfútí	Yíh-bā-fāt-tàih	ʌpæfɹədˈaɪtəs
ephah (dry measure, possibly 22 liters)	量篮	量籃	liánglán	lèuhng-làahm	ˈifæɹ
Ephah (son of Midian)	以法	以法	Yǐfǎ	Yíh-faat	ˈifæɹ
Ephai	以斐	以斐	Yǐfěi	Yíh-féi	ˈifaɪ
Epher	以弗	以弗	Yǐfú	Yíh-fāt	ˈifəː
Epher	雅叠	雅疊	Yǎdié	Ngáh-dihp	ˈifəː
Ephesians (book, Catholic version)	厄弗所书	厄弗所書	Èfúsuǒshū	Āak-fāt-só-syū	ɪfˈiʃəns
Ephesians (book of)	以弗所书	以弗所書	Yǐfúsuǒshū	Yíh-fāt-só-syū	ɪfˈiʃəns
Ephesus	以弗所	以弗所	Yǐfúsuǒ	Yíh-fāt-só	ˈɛfəsəs
Ephlal	以弗拉	以弗拉	Yǐfúlā	Yíh-fāt-lāai	ˈɛflæl
ephod 	以弗得	以弗得	yǐfúdé	yíh-fāt-dāk	ˈɛfəd
Ephod (father of Hanniel)	以弗德	以弗德	Yǐfúdé	Yíh-fāt-dāk	ˈɛfəd
Ephraim (Bible)	以法莲	以法蓮	Yǐfǎlián	Yíh-faat-lìhn	ˈifɹeɪəm
Ephraimite	以法莲人	以法蓮人	Yǐfǎliánrén	Yíh-faat-lìhn-yàhn	ˈifɹeɪəmaɪt
Ephraim (modern)	埃弗赖姆	埃弗賴姆	Āifúlàimǔ	Āai-fāt-laaih-móuh	
Ephrain (city)	以法连	以法連	Yǐfǎlián	Yíh-faat-lìhn	ˈifɹeɪɪn
Ephrathah; Ephrath (place)	以法他	以法他	Yǐfǎtā	Yíh-faat-tā	ˈɛfɹəθʌ
Ephron	以弗仑	以弗崙	Yǐfúlún	Yíh-fāt-lèuhn	ˈifɹɒn
Epicurean	伊壁鸠鲁派	伊壁鳩魯派	Yībìjiūlǔpài	Yī-bīk-gāu-lóuh-paai	ˌɛpɪkjʊɹˈiən
Epicureans	以彼古罗派	以彼古羅派	Yǐbǐgǔluópài	Yíh-béi-gú-lòh-paai	
epicycles	本轮	本輪	běnlún	bún-lèuhn	
Epidaurus	埃皮达鲁斯	埃皮達魯斯	Āipídálǔsī	Āai-pèih-daaht-lóuh-sī	
epidemiologist	流行病学家	流行病學家	liúxíngbìngxuéjiā	làuh-hàhng-behng-hohk-gā	ˌɛpɪdimɪˈɒlədʒɪst
epidermis	表皮层	表皮層	biǎopícéng	bíu-pèih-chàhng	
epidural	硬膜外	硬膜外	yìngmówài	ngaahng-mohk-ngoih	
epigenetics	表观基因组学	表觀基因組學	biǎoguān jīyīnzǔ xué	bíu-gūn gēi-yān-jóu hohk	
epigenome	表观基因	表觀基因	biǎoguān jīyīn	bíu-gūn gēi-yān	
epilepsy	癫痫病	癲癇病	diānxiánbìng	dīn-hàahn-behng	ˈɛpɪlɛpsi
epilepsy	癫痫症	癲癇症	diānxiánzhèng	dīn-hàahn-jing	ˈɛpɪlɛpsi
epilepsy (alternative term)	脑痫症	腦癇症	nǎo xiánzhèng	nóuh hàahn-jing	ˈɛpɪlɛpsi
Epimenides	埃庇米尼得斯	埃庇米尼得斯	Āibìmǐnídésī	Āai-bei-máih-nèih-dāk-sī	
Epiphany (festival)	主显节	主顯節	Zhǔxiǎnjié	Jyú-hín-jit	
Epiphany (festival)	显现节	顯現節	Xiǎnxiànjié	Hín-yihn-jit	
Epirus	伊庇鲁斯	伊庇魯斯	Yībìlǔsī	Yī-bei-lóuh-sī	
Episcopal Church (American Anglicanism)	美国新教圣公会	美國新教聖公會	Měiguó Xīnjiào Shènggōnghuì	Méih-gwok Sān-gaau Sing-gūng-wúi	
epoxypropanol; epoxypropyl alcohol; glycidol	环氧丙醇	環氧丙醇	huányǎngbǐngchún	wàahn-yéuhng-bíng-sèuhn	
Equatorial Guinea	赤道几内亚	赤道幾內亞	Chìdào Jǐnèiyà	Chek-douh Géi-noih-nga	
equip by placing on top (of a donkey etc)	备上	備上	bèishang	beih-séuhng	
Eran	以兰	以蘭	Yǐlán	Yíh-làahn	ˈiɹæn
Erasmus	伊拉斯谟	伊拉斯謨	Yīlāsīmó	Yī-lāai-sī-mòuh	
Erbert	厄伯特	厄伯特	Èbótè	Āak-baak-dahk	
Erdao District	二道区	二道區	Èrdào Qū	Yih-douh Kēui	
Erdaojiang District	二道江区	二道江區	Èrdàojiāng Qū	Yih-douh-gōng Kēui	
Erdenet (place in Mongolia)	额尔登特	額爾登特	É'ěrdēngtè	Ngaahk-yíh-dāng-dahk	
Erebus (volcano)	埃里伯斯火山	埃里伯斯火山	Āilǐbósī huǒshān	Āai-léih-baak-sī fó-sāan	
Erenhot (in Inner Mongolia)	二连浩特	二連浩特	Èrliánhàotè	Yih-lìhn-houh-dahk	
Erenhot (in Inner Mongolia)	二连浩特市	二連浩特市	Èrliánhàotè Shì	Yih-lìhn-houh-dahk Síh	
Eresh-Kigal	厄里什基迦勒	厄里什基迦勒	Èlǐshí-Jījiālè	Āak-léih-sahm-gēi-gā-lahk	
Eretria	埃雷特里亚	埃雷特里亞	Āiléitèlǐyà	Āai-lèuih-dahk-léih-nga	
erets (Heb. earth or land)	埃雷茨	埃雷茨	āiléicí	āai-lèuih-chìh	
Erfurt	爱尔福特	愛爾福特	Ài'ěrfútè	Ngoi-yíh-fūk-dahk	
Ergun (in Inner Mongolia)	额尔古纳	額爾古納	É'ěrgǔnà	Ngaahk-yíh-gú-naahp	
Ergun (in Inner Mongolia)	额尔古纳市	額爾古納市	É'ěrgǔnà Shì	Ngaahk-yíh-gú-naahp Síh	
Eric	埃里克	埃里克	Āilǐkè	Āai-léih-hāk	
Erica; Erika	埃丽卡	埃麗卡	Āilìkǎ	Āai-laih-kā	ˈɛɹɪkə
Erich	埃里希	埃里希	Āilǐxī	Āai-léih-hēi	
Erickson	埃里克森	埃里克森	Āilǐkèsēn	Āai-léih-hāk-sām	
Erik	埃尔克	埃爾克	Āi'ěrkè	Āai-yíh-hāk	
Eriksson (Leif)	埃里克松	埃里克松	Āilǐkèsōng	Āai-léih-hāk-chùhng	
Eritrea	厄立特里亚	厄立特里亞	Èlìtèlǐyà	Āak-lahp-dahk-léuih-nga	ˌɛɹɪtɹˈeɪə
Eritrea (alternate translation)	厄利垂亚	厄利垂亞	Èlìchuíyà	Āak-leih-sèuih-nga	ˌɛɹɪtɹˈeɪə
Eritrean (person)	厄立特里亚人	厄立特里亞人	Èlìtèlǐyàrén	Āak-lahp-dahk-léuih-nga-yàhn	ˌɛɹɪtɹˈeɪən
Ermera	埃尔梅拉	埃爾梅拉	Āi'ěrméilā	Āai-yíh-mùih-lāai	
Erna	埃尔娜	埃爾娜	Āi'ěrnà	Āai-yíh-nàh	
Ernest	埃内斯特	埃內斯特	Āinèisītè	Āai-noih-sī-dahk	
Ernest	欧内斯特	歐內斯特	Ōunèisītè	Ngāu-noih-sī-dahk	ˈəːnɪst
Ernest; Ernie	恩内斯特	恩內斯特	Ēnnèisītè	Yān-noih-sī-dahk	ˈəːnɪst
Ernesto	埃内斯托	埃內斯托	Āinèisītuō	Āai-noih-sī-tok	
Ernie (old translation)	恩尼	恩尼	Ēnní	Yān-nèih	
Ernst	厄恩斯特	厄恩斯特	È'ēnsītè	Āak-yān-sī-dahk	
Ernst	恩斯特	恩斯特	Ēnsītè	Yān-sī-dahk	
Ernst Faber (1839-99)	花之安	花之安	Huāzhī'ān	Fā-jī-ngōn	
eros (Greek word)	厄洛斯	厄洛斯	èluòsī	āak-lohk-sī	
Erqi District	二七区	二七區	Èrqī Qū	Yih-chāt Kēui	
erquanqin (enlarged erhu)	二泉琴	二泉琴	èrquánqín	yih-chyùhn-kàhm	
Erwin	埃尔文	埃爾文	Āi'ěrwén	Āai-yíh-màhn	
Erwin	埃尔温	埃爾溫	Āi'ěrwēn	Āai-yíh-wān	
erxian (type of huqin used in Guangdong opera)	二弦	二弦	èrxián	yih-yìhn	
erythropoietin; EPO (hormone that stimulates red blood cell production)	红细胞生成素	紅細胞生成素	hóngxìbāo shēngchéngsù	hùhng-sai-bāau sāang-sìhng-sou	
Eryuan (county, in Yunnan)	洱源县	洱源縣	Ěryuán Xiàn	Yíh-yùhn Yún	
Erzya (language)	厄尔兹亚语	厄爾茲亞語	È'ěrzīyàyǔ	Āak-yíh-jī-nga-yúh	
Esa	伊撒	伊撒	Yīsā	Yī-saat	
Esa	埃萨	埃薩	Āisà	Āai-saat	
Esar-haddon	以撒哈顿	以撒哈頓	Yǐsāhādùn	Yíh-saat-hā-deuhn	ˌisɑhˈædən
Esau	以扫	以掃	Yǐsǎo	Yíh-sou	ˈisʊə
Esbjerg	埃斯比约	埃斯比約	Āisībǐyuē	Āai-sī-béi-yeuk	
escape from one's master (lit. leave one's master)	离开主人	離開主人	líkāi zhǔrén	lèih-hōi jyú-yàhn	
escarpment	陡崖	陡崖	dǒuyá	dáu-ngàaih	
Esch	埃施	埃施	Āishī	Āai-sī	
eschatology	末世学	末世學	mòshìxué	muht-sai-hohk	ˌɛskətˈɒlədʒi
Escobar	埃斯科瓦尔	埃斯科瓦爾	Āisīkēwǎ'ěr	Āai-sī-fō-ngáh-yíh	
Escribano	埃斯克里瓦诺	埃斯克里瓦諾	Āisīkèlǐwǎnuò	Āai-sī-hāk-léih-ngáh-nohk	
Escudeiro	埃斯库德罗	埃斯庫德羅	Āisīkùdéluó	Āai-sī-fu-dāk-lòh	
Esek	埃色	埃色	Āisè	Āai-sīk	ˈisɛk
Eshan	以珊	以珊	Yǐshān	Yíh-sāan	ˈiʃæn
Eshan (county, in Yunnan)	峨山县	峨山縣	Éshān Xiàn	Ngòh-sāan Yún	
Eshbaal	伊施巴力	伊施巴力	Yīshībālì	Yī-sī-bā-lihk	ˌɛʃbˈeɪəl
Eshcol	以实各	以實各	Yǐshígè	Yíh-saht-gok	ˈɛʃkɒl
Eshek	以设	以設	Yǐshè	Yíh-chit	ˈiʃɛk
Eshtemoa	以实提摩	以實提摩	Yǐshítímó	Yíh-saht-tàih-mō	ˌɛʃtəmˈəʊʌ
Esmer	埃斯梅	埃斯梅	Āisīméi	Āai-sī-mùih	
Esmeralda	埃斯梅拉达	埃斯梅拉達	Āisīméilādá	Āai-sī-mùih-lāai-daaht	
Esmeraldo	埃斯梅拉尔多	埃斯梅拉爾多	Āisīméilā'ěrduō	Āai-sī-mùih-lāai-yíh-dō	
esophageal spasms	食道痉挛	食道痙攣	shídào jìngluán	sihk-douh gihng-lyūn	
especially noteworthy; especially notable	特别值得注意	特別值得注意	tèbié zhídé zhùyì	dahk-biht jihk-dāk jyu-yi	
Espinoza	埃斯皮诺萨	埃斯皮諾薩	Āisīpínuòsà	Āai-sī-pèih-nohk-saat	
Espionage Act (1917 US)	间谍法	間諜法	Jiàndié Fǎ	Gaan-dihp Faat	
Esposito	埃斯波西托	埃斯波西托	Āisībōxītuō	Āai-sī-bō-sāi-tok	
espresso coffee	浓缩咖啡	濃縮咖啡	nóngsuō kāfēi	nùhng-sūk ga-fē	
espresso (coffee type)	意式	意式	yìshì	yi-sīk	
Esquiline (hill)	埃斯奎利诺山	埃斯奎利諾山	Āisīkuílìnuò shān	Āai-sī-fūi-leih-nohk sāan	
Essen	埃森	埃森	Āisēn	Āai-sām	
Essenes	艾赛尼派	艾賽尼派	Àisàinípài	Ngaaih-choi-nèih-paai	
Essequibo (river)	埃塞奎博河	埃塞奎博河	Āisàikuíbóhé	Āai-choi-fūi-bok-hòh	
Essex	埃塞克斯	埃塞克斯	Āisàikèsī	Āai-choi-hāk-sī	
Essex	埃塞克斯郡	埃塞克斯郡	Āisàikèsījùn	Āai-choi-hāk-sī-gwahn	
established church (lit. mainstream church)	主流教会	主流教會	zhǔliú jiàohuì	jyú-làuh gaau-wúi	
Estelle	埃丝特勒	埃絲特勒	Āisītèlè	Āai-sī-dahk-lahk	
Estelle	埃丝特尔	埃絲特爾	Āisītè'ěr	Āai-sī-dahk-yíh	
Estelmann	埃斯特曼	埃斯特曼	Āisītèmàn	Āai-sī-dahk-maahn	
Estep	埃斯特普	埃斯特普	Āisītèpǔ	Āai-sī-dahk-póu	
Ester (modern name)	埃斯特尔	埃斯特爾	Āisītè'ěr	Āai-sī-dahk-yíh	
Esther (Bible book)	以斯帖记	以斯帖記	Yǐsītiējì	Yíh-sī-tip-gei	ˈɛstɚ
Esther (book, Catholic version)	艾斯德尔传	艾斯德爾傳	Àisīdé'ěrchuán	Ngaaih-sī-dāk-yíh-chyùhn	ˈɛstɚ
Esther (modern name)	埃丝特	埃絲特	Āisītè	Āai-sī-dahk	ˈɛstɚ
Esther (modern name)	埃斯特	埃斯特	Āisītè	Āai-sī-dahk	
Esther (modern name)	爱斯特	愛斯特	Àisītè	Ngoi-sī-dahk	ˈɛstɚ
Esther (modern name)	艾丝特	艾絲特	Àisītè	Ngaaih-sī-dahk	
Esther (person)	以斯帖	以斯帖	Yǐsītiē	Yíh-sī-tip	ˈɛstɚ
Estienne	埃蒂安纳	埃蒂安納	Āidì'ānnà	Āai-dai-ngōn-naahp	
Estivill	埃斯特韦	埃斯特韋	Āisītèwéi	Āai-sī-dahk-wáih	
Estonian (language)	爱沙尼亚语	愛沙尼亞語	Àishāníyàyǔ	Ngoi-sā-nèih-nga-yúh	
Estonians	爱沙尼亚人	愛沙尼亞人	Àishāníyàrén	Ngoi-sā-nèih-nga-yàhn	
Estrada	埃斯特拉达	埃斯特拉達	Āisītèlādá	Āai-sī-dahk-lāai-daaht	
estrogen	雌激素	雌激素	cíjīsù	chī-gīk-sou	
Estévez	埃斯特韦斯	埃斯特韋斯	Āisītèwéisī	Āai-sī-dahk-wáih-sī	
et al (in legal case)	以及其他	以及其他	yǐjí qítā	yíh-kahp kèih-tā	
Etam	以坦	以坦	Yǐtǎn	Yíh-táan	ˈitæm
eternal torment	永远受苦	永遠受苦	yǒngyuǎn shòukǔ	wíhng-yúhn sauh-fú	
Etham	以倘	以倘	Yǐtǎng	Yíh-sèuhng	ˈiθæm
Ethan (Bible)	以探	以探	Yǐtàn	Yíh-taam	ˈiθən
Ethanim (month)	以他念月	以他念月	Yǐtāniànyuè	Yíh-tā-nihm-yuht	ˈɛθənɪm
Ethan (modern)	伊丹	伊丹	Yīdān	Yī-dāan	ˈiθən
Ethan (modern)	伊桑	伊桑	Yīsāng	Yī-sōng	ˈiθən
Ethel	埃塞尔	埃塞爾	Āisè'ěr	Āai-choi-yíh	
Ethel	艾特尔	艾特爾	Àitè'ěr	Ngaaih-dahk-yíh	
Ethelbert	埃塞尔伯特	埃塞爾伯特	Āisài'ěrbótè	Āai-choi-yíh-baak-dahk	
Ether	以帖	以帖	Yǐtiē	Yíh-tip	ˈiθɚ
Ether (in Book of Mormon)	以帖书	以帖書	Yǐtiēshū	Yíh-tip-syū	ˈiθɚ
ethical standards	道德准则	道德准則	dàodé zhǔnzé	douh-dāk jéun-jāk	
ethics class	伦理课	倫理課	lúnlǐkè	lèuhn-léih-fo	
Ethiopian(s)	埃塞俄比亚人	埃塞俄比亞人	Āisài'ébǐyàrén	Āai-choi-ngòh-béi-nga-yàhn	
Ethiopic (written language)	埃塞俄比亚文	埃塞俄比亞文	Āisài'ébǐyàwén	Āai-choi-ngòh-béi-nga-màhn	
Ethnan	伊提南	伊提南	Yītínán	Yī-tàih-nàahm	ˈɛθnæn
Ethni	伊特尼	伊特尼	Yītèní	Yī-dahk-nèih	ˈɛθnaɪ
ethnic dress; national costume; native attire; folk garb	民族服装	民族服裝	mínzú fúzhuāng	màhn-juhk fuhk-jōng	
ethnic music	民族音乐	民族音樂	mínzú yīnyuè	màhn-juhk yām-ngohk	
ethnic violence	种族暴力冲突	種族暴力衝突	zhǒngzú bàolì chōngtū	júng-juhk bouh-lihk chūng-daht	
Etienne	埃蒂安	埃蒂安	Āidì'ān	Āai-dai-ngōn	
Etna	埃特纳	埃特納	Āitènà	Āai-dahk-naahp	
Eton College	伊顿公学	伊頓公學	Yīdùn gōngxué	Yī-deuhn gūng-hohk	
Eton (language)	伊顿语	伊頓語	Yīdùnyǔ	Yī-deuhn-yúh	
Etosha	埃托沙	埃托沙	Āituōshā	Āai-tok-sā	
Etruscan	埃特鲁斯坎	埃特魯斯坎	Āitèlǔsīkǎn	Āai-dahk-lóuh-sī-hām	
