Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
Fuxin (in Liaoning)	阜新	阜新	Fùxīn	Fauh-sān	
Fuxin (in Liaoning)	阜新市	阜新市	Fùxīn Shì	Fauh-sān Síh	
Fuxin (town)	扶新镇	扶新鎮	Fúxīnzhèn	Fùh-sān-jan	
Fuxin Township	福新乡	福新鄉	Fúxīn Xiāng	Fūk-sān Hēung	
Fuxi (town)	富溪镇	富溪鎮	Fùxīzhèn	Fu-kāi-jan	
Fuxi (town)	扶溪镇	扶溪鎮	Fúxīzhèn	Fùh-kāi-jan	
Fuxi Township	富溪乡	富溪鄉	Fùxī Xiāng	Fu-kāi Hēung	
Fuyang (city, in Zhejiang)	富阳市	富陽市	Fùyáng Shì	Fu-yèuhng Síh	
Fuyang District	富阳区	富陽區	Fùyáng Qū	Fu-yèuhng Kēui	
Fuyang (in Anhui)	阜阳	阜陽	Fùyáng	Fauh-yèuhng	
Fuyang (in Anhui)	阜阳市	阜陽市	Fùyáng Shì	Fauh-yèuhng Síh	
Fuyang (town)	富阳镇	富陽鎮	Fùyángzhèn	Fu-yèuhng-jan	
Fuyou Street (in Beijing)	府右街	府右街	Fǔyòujiē	Fú-yauh-gāai	
Fuyuan County	富源县	富源縣	Fùyuán Xiàn	Fu-yùhn Yún	
Fuyuan (in Heilongjiang)	抚远市	撫遠市	Fǔyuǎn Shì	Fú-yúhn Síh	
Fuyuan River (Taiwan)	富源溪	富源溪	Fùyuán Xī	Fu-yùhn Kāi	
Fuyuan (town)	抚远镇	撫遠鎮	Fǔyuǎnzhèn	Fú-yúhn-jan	
Fuyuan Township	富源乡	富源鄉	Fùyuán Xiāng	Fu-yùhn Hēung	
Fuyu County	富裕县	富裕縣	Fùyù Xiàn	Fu-yuh Yún	
Fuyu (in Jilin)	扶余	扶余	Fúyú	Fùh-yùh	
Fuyu (in Jilin)	扶余市	扶余市	Fúyú Shì	Fùh-yùh Síh	
Fuyun (county, in Xinjiang)	富蕴县	富蘊縣	Fùyùn Xiàn	Fu-wáhn Yún	
Fuyu (town)	孚玉镇	孚玉鎮	Fúyùzhèn	Fū-yuhk-jan	
Fuyu (town)	富裕镇	富裕鎮	Fùyùzhèn	Fu-yuh-jan	
Fuzhai (town)	阜寨镇	阜寨鎮	Fùzhàizhèn	Fauh-jaaih-jan	
Fuzhai Township	傅寨乡	傅寨鄉	Fùzhài Xiāng	Fuh-jaaih Hēung	
Fuzhen (town)	富镇镇	富鎮鎮	Fùzhènzhèn	Fu-jan-jan	
Fuzhoucheng (town)	复州城镇	复州城镇	Fùzhōuchéngzhèn	Fuhk-jāu-sìhng-jan	
Fuzhou city (Jiangxi)	抚州市	撫州市	Fǔzhōu Shì	Fú-jāu Síh	
Fuzhou (in Fujian)	福州市	福州市	Fúzhōu Shì	Fūk-jāu Síh	
Fuzhou (in Jiangxi)	抚州	撫州	Fǔzhōu	Fú-jāu	
Fuzhounese; Foochow	福州话	福州話	Fúzhōuhuà	Fūk-jāu-wah	
Fuzhouwan (town)	复州湾镇	复州湾镇	Fùzhōuwānzhèn	Fuhk-jāu-wāan-jan	
Fuzhuang Township	付庄乡	付莊鄉	Fùzhuāng Xiāng	Fuh-jōng Hēung	
Fuzihe (town)	夫子河镇	夫子河鎮	Fūzǐhézhèn	Fū-jí-hòh-jan	
Fyfe; Fyffe	法伊夫	法伊夫	Fǎyīfū	Faat-yī-fū	
Fyles	法伊尔斯	法伊爾斯	Fǎyī'ěrsī	Faat-yī-yíh-sī	
Fylypovych	菲利波维奇	菲利波維奇	Fēilìbōwéiqí	Fēi-leih-bō-wàih-kèih	
Fynes	法因斯	法因斯	Fǎyīnsī	Faat-yān-sī	
Fyn Island	菲英岛	菲英島	Fēiyīngdǎo	Fēi-yīng-dóu	
Fyodor	费多尔	費多爾	Fèiduō'ěr	Fai-dō-yíh	
Fyodor	费奥多尔	費奧多爾	Fèi'àoduō'ěr	Fai-ou-dō-yíh	
Fyodorov; Fedorov	费奥多罗夫	費奧多羅夫	Fèi'àoduōluófū	Fai-ou-dō-lòh-fū	
Fátima; Fatima	法蒂玛	法蒂瑪	Fǎdìmǎ	Faat-dai-máh	
Föttinger	福廷格	福廷格	Fútínggé	Fūk-tìhng-gaak	
Fønsby	芬斯比	芬斯比	Fēnsībǐ	Fān-sī-béi	
Fülöp	菲勒普	菲勒普	Fēilèpǔ	Fēi-lahk-póu	
Fürstenberg	菲尔斯滕贝格	菲爾斯滕貝格	Fēi'ěrsīténgbèigé	Fēi-yíh-sī-tàhng-bui-gaak	
Fürth	菲尔特	菲爾特	Fēi'ěrtè	Fēi-yíh-dahk	
Ga'er County	噶尔县	噶爾縣	Gá'ěr Xiàn	Gā-yíh Yún	
Gaal; Gal; Gall; Gar	加尔	加爾	Jiā'ěr	Gā-yíh	ɡˈeɪæl
Gaash	迦实	迦實	Jiāshí	Gā-saht	ɡˈeɪæʃ
Gabaza	格巴扎	格巴扎	Gébāzhā	Gaak-bā-jaat	
Gabbai	迦拜	迦拜	Jiābài	Gā-baai	ɡʌbˈeɪaɪ
Gabby; Gabe	盖比	蓋比	Gàibǐ	Goi-béi	
Gabe	盖布	蓋布	Gàibù	Goi-bou	
Gabel	加贝尔	加貝爾	Jiābèi'ěr	Gā-bui-yíh	
Gabela	加贝拉	加貝拉	Jiābèilā	Gā-bui-lāai	
Gaben	加邦	加邦	Jiābāng	Gā-bōng	
Gabi	加比	加比	Jiābǐ	Gā-béi	
Gabid	加比德	加比德	Jiābǐdé	Gā-béi-dāk	
Gabina	加比纳	加比納	Jiābǐnà	Gā-béi-naahp	
Gabino	加维诺	加維諾	Jiāwéinuò	Gā-wàih-nohk	
Gabir; Gable; Jabir	贾比尔	賈比爾	Jiǎbǐ'ěr	Gá-béi-yíh	
Gable; Gabor	加布勒	加布勒	Jiābùlè	Gā-bou-lahk	
Gabon (alternate translation)	加彭	加彭	Jiāpéng	Gā-pàahng	ɡˌæbˈɒn
Gabor	加博尔	加博爾	Jiābó'ěr	Gā-bok-yíh	
Gaborone	哈博罗内	哈博羅內	Hābóluónèi	Hā-bok-lòh-noih	
Gaborone (alternate translation)	嘉柏隆里	嘉柏隆里	Jiābǎilónglǐ	Gā-paak-lùhng-léuih	
Gabr	贾布尔	賈布爾	Jiǎbù'ěr	Gá-bou-yíh	
Gabra	加布拉	加布拉	Jiābùlā	Gā-bou-lāai	
Gabriac	加布里亚克	加布里亞克	Jiābùlǐyàkè	Gā-bou-léih-nga-hāk	
Gabriel	加百列	加百列	Jiābǎiliè	Gā-baak-liht	ɡˈeɪbɹiʌl
Gabriela	加芙列拉	加芙列拉	Jiāfúlièlā	Gā-fùh-liht-lāai	
Gabriele	加布里埃勒	加布里埃勒	Jiābùlǐ'āilè	Gā-bou-léih-āai-lahk	
Gabriele	加布里埃莱	加布里埃萊	Jiābùlǐ'āilái	Gā-bou-léih-āai-lòih	
Gabriella	加布里埃拉	加布里埃拉	Jiābùlǐ'āilā	Gā-bou-léih-āai-lāai	
Gabriella; Gabrielle	加布里埃	加布里埃	Jiābùlǐ'āi	Gā-bou-léih-āai	
Gabriel (modern)	加夫列尔	加夫列爾	Jiāfūliè'ěr	Gā-fū-liht-yíh	ɡˈeɪbɹiʌl
Gabriel (modern)	加布里埃尔	加布里埃爾	Jiābùlǐ'āi'ěr	Gā-bou-léih-āai-yíh	ɡˈeɪbɹiʌl
Gabriel (modern)	加布里尔	加布里爾	Jiābùlǐ'ěr	Gā-bou-léuih-yíh	ɡˈeɪbɹiʌl
Gabriel (modern)	盖博瑞	蓋博瑞	Gàibóruì	Goi-bok-seuih	ɡˈeɪbɹiʌl
Gabrielson	加布里埃尔森	加布里埃爾森	Jiābùlǐ'āi'ěrsēn	Gā-bou-léih-āai-yíh-sām	
Gabris	加布里斯	加布里斯	Jiābùlǐsī	Gā-bou-léih-sī	
Gad	迦得	迦得	Jiādé	Gā-dāk	
Gad; Judd	贾德	賈德	Jiǎdé	Gá-dāk	
Gada	伽达默	伽達默	Gādámò	Gā-daaht-mahk	
Gadara	加大拉	加大拉	Jiādàlā	Gā-daaih-lāai	
Gadd; Gard	加德	加德	Jiādé	Gā-dāk	
Gaddafi	卡扎菲	卡扎菲	Kǎzhāfēi	Kā-jaat-fēi	ɡədˈæfi
Gaddafi	卡达菲	卡達菲	Kǎdáfēi	Kā-daaht-fēi	ɡədˈæfi
Gaddafi	格达费	格達費	Gédáfèi	Gaak-daaht-fai	ɡədˈæfi
Gaddi	迦底	迦底	Jiādǐ	Gā-dái	ɡˈædaɪ
Gaddi; Gaddie; Gaddy; Gadi	加迪	加迪	Jiādí	Gā-dihk	ɡˈædaɪ
Gaddis	加迪斯	加迪斯	Jiādísī	Gā-dihk-sī	
gadfly	吸血蝇	吸血蠅	xīxuèyíng	kāp-hyut-yìhng	
Gadi	迦迪	迦迪	Jiādí	Gā-dihk	ɡˈeɪdaɪ
Gadiel	加迪尔	加迪爾	Jiādí'ěr	Gā-dihk-yíh	
Gadish	加迪什	加迪什	Jiādíshí	Gā-dihk-sahp	
Gadite	迦得人	迦得人	Jiādérén	Gā-dāk-yàhn	ɡˈædaɪt
gadje (Romany for non-Roma)	加杰人	加傑人	jiājiérén	gā-giht-yàhn	
Gadola	加多拉	加多拉	Jiāduōlā	Gā-dō-lāai	
Gadot	加朵	加朵	Jiāduǒ	Gā-dó	
Gadot	嘉铎	嘉鐸	Jiāduó	Gā-dohk	
Gadow	冈朵	岡朵	Gāngduǒ	Gōng-dó	
Gadsden	加兹登	加茲登	Jiāzīdēng	Gā-jī-dāng	
Gadsden	加德斯登	加德斯登	Jiādésīdēng	Gā-dāk-sī-dāng	
Gaea	该亚	該亞	Gāiyà	Gōi-nga	
Gaea; Gaia	盖亚	蓋亞	Gàiyà	Goi-nga	
Gaede; Gyde	盖德	蓋德	Gàidé	Goi-dāk	
Gael	加伊尔	加伊爾	Jiāyī'ěr	Gā-yī-yíh	
Gaelic	盖尔语	蓋爾語	Gài'ěryǔ	Goi-yíh-yúh	
Gaemi	格美	格美	Géměi	Gaak-méih	
Gaenor; Geno	盖诺	蓋諾	Gàinuò	Goi-nohk	
Gaertner	盖特纳	蓋特納	Gàitènà	Goi-dahk-naahp	
Gaeta	加埃塔	加埃塔	Jiā'āitǎ	Gā-āai-taap	
Gaetan	加埃唐	加埃唐	Jiā'āitáng	Gā-āai-tòhng	
Gaetana	加埃塔纳	加埃塔納	Jiā'āitǎnà	Gā-āai-taap-naahp	
Gaetano	加埃塔诺	加埃塔諾	Jiā'āitǎnuò	Gā-āai-taap-nohk	
Gaetano	盖太诺	蓋太諾	Gàitàinuò	Goi-taai-nohk	
Gaffar	加法尔	加法爾	Jiāfǎ'ěr	Gā-faat-yíh	
Gafford	加福德	加福德	Jiāfúdé	Gā-fūk-dāk	
Gafna	盖弗纳	蓋弗納	Gàifúnà	Goi-fāt-naahp	
Gafni	加夫尼	加夫尼	Jiāfūní	Gā-fū-nèih	
Gagarinskiy	加加林斯基	加加林斯基	Jiājiālínsījī	Gā-gā-làhm-sī-gēi	
Gagarinskiy; Gagarin	加加林	加加林	Jiājiālín	Gā-gā-làhm	
Gagauz	加告兹	加告茲	Jiāgàozī	Gā-gou-jī	
Gagauz (language)	加告兹语	加告茲語	Jiāgàozīyǔ	Gā-gou-jī-yúh	
Gagauz (written language)	加告兹文	加告茲文	Jiāgàozīwén	Gā-gou-jī-màhn	
Gage	盖治	蓋治	Gàizhì	Goi-jih	ɡˈeɪdʒ
Gageby	盖吉比	蓋吉比	Gàijíbǐ	Goi-gāt-béi	
Gaggenau	加格瑙	加格瑙	Jiāgénǎo	Gā-gaak-nóuh	
gaggle after something (popular)	趋之若鹜	趨之若鶩	qūzhīruòwù	chēui-jī-yeuhk-mouh	
Gagliardi	加利亚尔迪	加利亞爾迪	Jiālìyà'ěrdí	Gā-leih-nga-yíh-dihk	
Gagnon	加尼翁	加尼翁	Jiāníwēng	Gā-nèih-yūng	
gag reflex	呕吐反射	嘔吐反射	ǒutù fǎnshè	áu-tou fáan-seh	
Gahai (town)	尕海镇	尕海鎮	Gǎhǎizhèn	Gā-hói-jan	
Gaham	迦含	迦含	Jiāhán	Gā-hàhm	ɡˈeɪhæm
Gahar	迦哈	迦哈	Jiāhā	Gā-hā	ɡˈeɪhɑ
Gahart	加哈特	加哈特	Jiāhātè	Gā-hā-dahk	
Gahit	加希特	加希特	Jiāxītè	Gā-hēi-dahk	
Gaia	盖娅	蓋婭	Gàiyà	Goi-a	
Gaibei (town)	盖北镇	蓋北鎮	Gàiběizhèn	Goi-bāk-jan	
Gaide Township	盖德乡	蓋德鄉	Gàidé Xiāng	Goi-dāk Hēung	
Gaige; Gage	盖奇	蓋奇	Gàiqí	Goi-kèih	
Gaijiazhuang Township	盖家庄乡	蓋家莊鄉	Gàijiāzhuāng Xiāng	Goi-gā-jōng Hēung	
Gail	凯儿	凱兒	Kǎi'ér	Hói-yìh	
Gail	盖尔	蓋爾	Gài'ěr	Goi-yíh	
Gailey; Galey	盖利	蓋利	Gàilì	Goi-leih	
Gaillard	盖拉德	蓋拉德	Gàilādé	Goi-lāai-dāk	
gained by falsehood	骗来	騙來	piànlai	pin-lòih	
Gaines	盖恩斯	蓋恩斯	Gài'ēnsī	Goi-yān-sī	
gain experience (at a job etc)	累积经验	累積經驗	lěijī jīngyàn	leuih-jīk gīng-yihm	
Gainey	盖尼	蓋尼	Gàiní	Goi-nèih	
gain gold	得金子	得金子	dé jīnzi	dāk gām-jí	
gain of function	功能增益	功能增益	gōngnéng zēngyì	gūng-nàhng jāng-yīk	
gain silver	得银子	得銀子	dé yínzi	dāk ngàhn-jí	
Gaisford	盖斯福德	蓋斯福德	Gàisīfúdé	Goi-sī-fūk-dāk	
Gaishan (town)	盖山镇	蓋山鎮	Gàishānzhèn	Goi-sāan-jan	
Gaisser; Gaither	盖瑟	蓋瑟	Gàisè	Goi-sāt	
Gaitán	盖坦	蓋坦	Gàitǎn	Goi-táan	
Gaius	盖乌斯	蓋烏斯	Gàiwūsī	Goi-wū-sī	ɡˈeɪəs
Gaius	盖尤斯	蓋尤斯	Gàiyóusī	Goi-yàuh-sī	ɡˈeɪəs
Gaius	盖约	蓋約	Gàiyuē	Goi-yeuk	ɡˈeɪəs
Gaius	该犹	該猶	Gāiyóu	Gōi-yàuh	ɡˈeɪəs
Gaize County	改则县	改則縣	Gǎizé Xiàn	Gói-jāk Yún	
Gaizhou (in Liaoning)	盖州	蓋州	Gàizhōu	Goi-jāu	
Gaizhou (in Liaoning)	盖州市	蓋州市	Gàizhōu Shì	Goi-jāu Síh	
Gaizilike Township	盖孜力克乡	蓋孜力克鄉	Gàizīlìkè Xiāng	Goi-jī-lihk-hāk Hēung	
Gaizka	盖兹卡	蓋茲卡	Gàizīkǎ	Goi-jī-kā	
Gajac	加雅克	加雅克	Jiāyǎkè	Gā-ngáh-hāk	
Gajda	加赫达	加赫達	Jiāhèdá	Gā-hāk-daaht	
Gajewski	加耶夫斯基	加耶夫斯基	Jiāyēfūsījī	Gā-yèh-fū-sī-gēi	
Gajos	加霍斯	加霍斯	Jiāhuòsī	Gā-fok-sī	
Galaktionova	加拉克季奥诺娃	加拉克季奧諾娃	Jiālākèjì'àonuòwá	Gā-lāai-hāk-gwai-ou-nohk-wā	
Galal	贾拉勒	賈拉勒	Jiǎlālè	Gá-lāai-lahk	ɡˈeɪlæl
Galal	迦拉	迦拉	Jiālā	Gā-lāai	ɡˈeɪlæl
Galal; Jalal	加拉尔	加拉爾	Jiālā'ěr	Gā-lāai-yíh	ɡˈeɪlæl
Ga (language)	加语	加語	Jiāyǔ	Gā-yúh	
Galanos	加拉诺斯	加拉諾斯	Jiālānuòsī	Gā-lāai-nohk-sī	
Galante	加兰特	加蘭特	Jiālántè	Gā-làahn-dahk	
Galanto	加兰托	加蘭托	Jiālántuō	Gā-làahn-tok	
Galapagos	加拉帕戈斯	加拉帕戈斯	Jiālāpàgēsī	Gā-lāai-paak-gwō-sī	
Galarza	加拉萨	加拉薩	Jiālāsà	Gā-lāai-saat	
Galassi	加拉西	加拉西	Jiālāxī	Gā-lāai-sāi	
Galasso	加拉索	加拉索	Jiālāsuǒ	Gā-lāai-sok	
Galatea	加勒蒂亚	加勒蒂亞	Jiālèdìyà	Gā-lahk-dai-nga	
Galatea	葛拉蒂	葛拉蒂	Gélādì	Got-lāai-dai	
Galatia	加拉太	加拉太	Jiālātài	Gā-lāai-taai	ɡəlˈeɪʃiʌ
Galatia	加拉蒂亚	加拉蒂亞	Jiālādìyà	Gā-lāai-dai-nga	ɡəlˈeɪʃiʌ
Galatian (person)	加拉太人	加拉太人	Jiālātàirén	Gā-lāai-taai-yàhn	
Galatians (Bible book)	加拉太书	加拉太書	Jiālātàishū	Gā-lāai-taai-syū	ɡəlˈeɪʃəns
Galatians (book, Catholic version)	迦拉达书	迦拉達書	Jiālādáshū	Gā-lāai-daaht-syū	ɡəlˈeɪʃəns
Galați	加拉茨	加拉茨	Jiālācí	Gā-lāai-chìh	
Galbraith	加尔布雷思	加爾布雷思	Jiā'ěrbùléisī	Gā-yíh-bou-lèuih-sī	
Galdi	加尔迪	加爾迪	Jiā'ěrdí	Gā-yíh-dihk	
Galeener	加利纳	加利納	Jiālìnà	Gā-leih-naahp	
Galella	加莱拉	加萊拉	Jiāláilā	Gā-lòih-lāai	
Galen; Garen; Garren	加伦	加倫	Jiālún	Gā-lèuhn	
Galen; Gaylen	盖伦	蓋倫	Gàilún	Goi-lèuhn	
Galena	加莱纳	加萊納	Jiāláinà	Gā-lòih-naahp	
Gale (name)	格礼	格禮	Gélǐ	Gaak-láih	ɡˈeɪl
Galeno	加莱诺	加萊諾	Jiāláinuò	Gā-lòih-nohk	
Galetti	加莱蒂	加萊蒂	Jiāláidì	Gā-lòih-dai	
Galfo	加尔福	加爾福	Jiā'ěrfú	Gā-yíh-fūk	
Gali	加莉	加莉	Jiālì	Gā-leih	
Gali	盖力	蓋力	Gàilì	Goi-lihk	
Galiana	加利亚纳	加利亞納	Jiālìyànà	Gā-leih-nga-naahp	
Galiano	加利亚诺	加利亞諾	Jiālìyànuò	Gā-leih-nga-nohk	
Galiardo	加利亚尔多	加利亞爾多	Jiālìyà'ěrduō	Gā-leih-nga-yíh-dō	
Galibi (people)	卡立勃人	卡立勃人	Kǎlìbórén	Kā-lahp-buht-yàhn	
Galicia	加利西亚	加利西亞	Jiālìxīyà	Gā-leih-sāi-nga	
Galician (language)	加利西亚语	加利西亞語	Jiālìxīyàyǔ	Gā-leih-sāi-nga-yúh	
Galician (written language)	加利西亚文	加利西亞文	Jiālìxīyàwén	Gā-leih-sāi-nga-màhn	
Galiena	加列娜	加列娜	Jiāliènà	Gā-liht-nàh	
Galilea	加利莱亚	加利萊亞	Jiālìláiyà	Gā-leih-lòih-nga	
Galilean	加利利人	加利利人	Jiālìlìrén	Gā-leih-leih-yàhn	ɡˌælɪlˈiən
Galilee	加利利	加利利	Jiālìlì	Gā-leih-leih	ɡˈælɪli
Galilee	加利利地	加利利地	Jiālìlìdì	Gā-leih-leih-deih	ɡˈælɪli
Galilei	加利莱伊	加利萊伊	Jiālìláiyī	Gā-leih-lòih-yī	
Galileo	伽利略	伽利略	Jiālìlüè	Gā-leih-leuhk	
Galin; Galyean; Garin	加林	加林	Jiālín	Gā-làhm	
Galina	加林娜	加林娜	Jiālínnà	Gā-làhm-nàh	
Galindo	加林多	加林多	Jiālínduō	Gā-làhm-dō	
Galis	加利斯	加利斯	Jiālìsī	Gā-leih-sī	
Galiya	加利娅	加利婭	Jiālìyà	Gā-leih-a	
Galka	加尔卡	加爾卡	Jiā'ěrkǎ	Gā-yíh-kā	
Galkevich	加尔克维奇	加爾克維奇	Jiā'ěrkèwéiqí	Gā-yíh-hāk-wàih-kèih	
Gallacher; Gallagher; Gallaher	加拉赫	加拉赫	Jiālāhè	Gā-lāai-hāk	
Gallagher	加拉格尔	加拉格爾	Jiālāgé'ěr	Gā-lāai-gaak-yíh	ɡˈæləhɚ
Gallaher	加拉赫尔	加拉赫爾	Jiālāhè'ěr	Gā-lāai-hāk-yíh	
Gallas	加拉斯	加拉斯	Jiālāsī	Gā-lāai-sī	
Gallati	格拉蒂	格拉蒂	Gélādì	Gaak-lāai-dai	
Galla tribes	加拉人	加拉人	Jiālārén	Gā-lāai-yàhn	
Gallaudet	加劳德特	加勞德特	Jiāláodétè	Gā-lòuh-dāk-dahk	
Gallego	加列戈	加列戈	Jiāliègē	Gā-liht-gwō	
Gallenberger	加伦贝格尔	加倫貝格爾	Jiālúnbèigé'ěr	Gā-lèuhn-bui-gaak-yíh	
Galli	伽利	伽利	Gālì	Gā-leih	
Galliart	加利亚特	加利亞特	Jiālìyàtè	Gā-leih-nga-dahk	
Gallie	加利耶	加利耶	Jiālìyē	Gā-leih-yèh	
Gallier	加利尔	加利爾	Jiālì'ěr	Gā-leih-yíh	
Galliera	加列拉	加列拉	Jiālièlā	Gā-liht-lāai	
Galliford	加利福德	加利福德	Jiālìfúdé	Gā-leih-fūk-dāk	
Gallim	迦琳	迦琳	Jiālín	Gā-làhm	ɡˈælʌm
Gallio	迦流	迦流	Jiāliú	Gā-làuh	ɡˈæliəʊ
Gallion	加利恩	加利恩	Jiālì'ēn	Gā-leih-yān	
Gallipoli	加利波利	加利波利	Jiālìbōlì	Gā-leih-bō-leih	
gallium nitride	氮化镓	氮化鎵	dànhuà jiā	daahm-fa gā	
Gallivan	加利文	加利文	Jiālìwén	Gā-leih-màhn	
Gallman	高尔曼	高爾曼	Gāo'ěrmàn	Gōu-yíh-maahn	
Gallo; Galo	加洛	加洛	Jiāluò	Gā-lohk	
Galloway	加洛威	加洛威	Jiāluòwēi	Gā-lohk-wāi	
Galloway	加洛韦	加洛韋	Jiāluòwéi	Gā-lohk-wáih	
Galloway	加洛韦地	加洛韋地	Jiāluòwéidì	Gā-lohk-wáih-deih	
Galloway	盖洛威	蓋洛威	Gàiluòwēi	Goi-lohk-wāi	
Gallucci	加卢奇	加盧奇	Jiālúqí	Gā-lòuh-kèih	
Gallus	加卢斯	加盧斯	Jiālúsī	Gā-lòuh-sī	
Galor	加洛尔	加洛爾	Jiāluò'ěr	Gā-lohk-yíh	
Galper	加尔珀	加爾珀	Jiā'ěrpò	Gā-yíh-paak	
Galpin	加尔平	加爾平	Jiā'ěrpíng	Gā-yíh-pìhng	
Galston	高尔斯顿	高爾斯頓	Gāo'ěrsīdùn	Gōu-yíh-sī-deuhn	
Galton	高尔顿	高爾頓	Gāo'ěrdùn	Gōu-yíh-deuhn	
Galura	加卢拉	加盧拉	Jiālúlā	Gā-lòuh-lāai	
Galveston	加尔维斯顿	加爾維斯頓	Jiā'ěrwéisīdùn	Gā-yíh-wàih-sī-deuhn	
Galwa (language)	高瓦语	高瓦語	Gāowǎyǔ	Gōu-ngáh-yúh	
Galwan	加勒万	加勒萬	Jiālèwàn	Gā-lahk-maahn	
Galway	戈尔韦	戈爾韋	Gē'ěrwéi	Gwō-yíh-wáih	ɡˈɔːlweɪ
Galway	高威	高威	Gāowēi	Gōu-wāi	ɡˈɔːlweɪ
Galway	高尔韦	高爾韋	Gāo'ěrwéi	Gōu-yíh-wáih	ɡˈɔːlweɪ
Galway city	戈尔韦市	戈爾韋市	Gē'ěrwéi Shì	Gwō-yíh-wáih Síh	
Galyamin	加利亚明	加利亞明	Jiālìyàmíng	Gā-leih-nga-mìhng	
Gamaliel (Bible)	迦玛列	迦瑪列	Jiāmǎliè	Gā-máh-liht	ɡəmˈeɪliʊl
Gamaliel (modern)	加梅利尔	加梅利爾	Jiāméilì'ěr	Gā-mùih-leih-yíh	ɡəmˈeɪliʊl
Gambal	甘巴尔	甘巴爾	Gānbā'ěr	Gām-bā-yíh	
Gamba (name)	甘巴	甘巴	Gānbā	Gām-bā	
Gambell	甘伯尔	甘伯爾	Gānbó'ěr	Gām-ba-yíh	
Gambella	甘贝拉	甘貝拉	Gānbèilā	Gām-bui-lāai	
Gambia (alternate translation)	甘比亚	甘比亞	Gānbǐyà	Gām-béi-nga	ɡˈæmbɪə
Gambill	甘比尔	甘比爾	Gānbǐ'ěr	Gām-béi-yíh	
Gambino	甘比诺	甘比諾	Gānbǐnuò	Gām-béi-nohk	
Gambit	盖比特	蓋比特	Gàibǐtè	Goi-béi-dahk	
Gamble (surname)	甘布尔	甘布爾	Gānbù'ěr	Gām-bou-yíh	
gambling addiction	赌瘾	賭癮	dǔyǐn	dóu-yáhn	
Gamboa	甘博亚	甘博亞	Gānbóyà	Gām-bok-nga	
Gambos	甘博斯	甘博斯	Gānbósī	Gām-bok-sī	
Gambrell; Gambrill	甘布里尔	甘布里爾	Gānbùlǐ'ěr	Gām-bou-léuih-yíh	
game controller (hardware)	游戏控制器	遊戲控制器	yóuxì kòngzhìqì	yàuh-hei hung-jai-hei	
game controller (person); game manager; game master	游戏管理员	遊戲管理員	yóuxì guǎnlǐyuán	yàuh-hei gún-léih-yùhn	
gamelan	甘美兰	甘美蘭	gānměilán	gām-méih-làahn	
game over	游戏结束	遊戲結束	yóuxì jiéshù	yàuh-hei git-chūk	
Gamer	加默尔	加默爾	Jiāmò'ěr	Gā-mahk-yíh	
Gamer; Geimer	盖默	蓋默	Gàimò	Goi-mahk	
Gamero	加梅罗	加梅羅	Jiāméiluó	Gā-mùih-lòh	
Gameros	加梅罗斯	加梅羅斯	Jiāméiluósī	Gā-mùih-lòh-sī	
games; athletic contests (first-century etc)	竞技会	競技會	jìngjìhuì	gihng-geih-wúi	
game score; match score (at sporting event)	比赛得分	比賽得分	bǐsài défēn	béi-choi dāk-fān	
GameStop (US retailer)	游戏驿站	遊戲驛站	Yóuxì Yìzhàn	Yàuh-hei Yihk-jaahm	
game studio	游戏工作室	遊戲工作室	yóuxì gōngzuòshì	yàuh-hei gūng-jok-sāt	
Gamet	加默特	加默特	Jiāmòtè	Gā-mahk-dahk	
game within a game	局中局	局中局	júzhōngjú	guhk-jūng-guhk	
gamified; gamification	游戏化	遊戲化	yóuxìhuà	yàuh-hei-fa	
Gamil	贾米勒	賈米勒	Jiǎmǐlè	Gá-máih-lahk	
gaming disorder	游戏障碍	遊戲障礙	yóuxì zhàng'ài	yàuh-hei jeung-ngoih	
(gaming) resurrect with full hit-points	满血复活	滿血復活	mǎn xuè fùhuó	múhn hyut fuhk-wuht	
Gamla	迦姆拉	迦姆拉	Jiāmǔlā	Gā-móuh-lāai	
Gamla (alternate translation)	加马拉	加馬拉	Jiāmǎlā	Gā-máh-lāai	
gamma	伽玛	伽瑪	gāmǎ	gā-máh	ɡˈæmə
gamma globulin	丙种球蛋白	丙種球蛋白	bǐng zhǒng qiúdànbái	bíng júng kàuh-dáan-baahk	
Gamma (name)	贾马	賈馬	Jiǎmǎ	Gá-máh	ɡˈæmə
gamma ray	迦玛射线	迦瑪射線	jiāmǎ shèxiàn	gā-máh seh-sin	
Gammie	甘米	甘米	Gānmǐ	Gām-máih	
Gammill	甘米尔	甘米爾	Gānmǐ'ěr	Gām-máih-yíh	
Gammons	甘蒙斯	甘蒙斯	Gānměngsī	Gām-mùhng-sī	
Gampaha	加姆珀哈	加姆珀哈	Jiāmǔpòhā	Gā-móuh-paak-hā	
Gamson	加姆森	加姆森	Jiāmǔsēn	Gā-móuh-sām	
Gamst	加姆斯特	加姆斯特	Jiāmǔsītè	Gā-móuh-sī-dahk	
Gamul	迦末	迦末	Jiāmò	Gā-muht	ɡˈeɪməl
Gana	加娜	加娜	Jiānà	Gā-nàh	
Ganal	加纳尔	加納爾	Jiānà'ěr	Gā-naahp-yíh	
Gancheng (town)	感城镇	感城鎮	Gǎnchéngzhèn	Gám-sìhng-jan	
Ganchev	甘切夫	甘切夫	Gānqièfū	Gām-chit-fū	
